index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score	split	sent_s1	sent_s2
135	main-captions	images	2014	0178	none	none	Tan cow with ear tags on a grassy field.	Many sheep standing on a green hill.	0.2	train	suntan Tan moo-cow cow with spike ear tags along on axerophthol a grassy landing_field field .	many Many sheep standing on on a green hill .
136	main-captions	images	2014	0201	none	none	A women sitting in a chair at Christmas holding make up.	A train sitting on the tracks in a train yard.	0	train	adenylic_acid amp cleaning_woman women pose sitting IN in ampere a professorship chair at Yule Christmas concord holding puddle make up .	A train sitting on the raceway tracks Indiana Indiana axerophthol a aim train yard yard .
137	main-captions	images	2014	0209	none	none	A group of river barges with trees in the background.	A group of cows in a field with yellow tags in their ears.	0.2	train	amp A group of river river thrust_ahead barges with Tree Sir_Herbert_Beerbohm_Tree in the play_down background .	adenine A chemical_group group of cows column_inch inch a area field with yellow tags inch their auricle ears .
138	main-captions	images	2014	0212	none	none	A passenger train coming into a station.	A large bird is flying through the air.	0	train	angstrom_unit A rider passenger train train coming into a station .	A great large Bronx_cheer bird follow is wing flying through the air zephyr .
139	main-captions	images	2014	0221	none	none	A man rides a large black motorbike.	A child sits in a large black leather chair.	0	train	A man tantalize rides vitamin_A a tumid large smuggled minibike motorbike .	A kid child baby-sit sits indium in a with_child large blackness black leather moderate .
140	main-captions	images	2014	0245	none	none	Two red buses driving in front of a garden.	Train pulling into a station.	0	train	deuce Two bolshie red passenger_vehicle buses driving in front of group_A a garden garden .	power_train perpetrate pulling into a post station .
141	main-captions	images	2014	0264	none	none	A man sitting on the grass looking toward the sky.	The man is standing on the sidewalk in front of the horse.	0	train	A antiophthalmic_factor man sitting sitting on the grass looking toward the sky .	The military_man man is support tolerate along on the sidewalk in front of the horse .
142	main-captions	images	2014	0285	none	none	The black and white cows pause in front of the gate.	The white airplane is flying in the sky.	0	train	The sinister black and lily-white white cows intermit pause inward in figurehead of the logic_gate gate .	The white airplane is flying in inward the flip sky .
143	main-captions	images	2014	0293	none	none	Grey and white domestic kitten lying down on a desk.	A man and his bicycle laying down on the green grass.	0.2	train	grizzly_bear grizzly and white domestic kitty kitten lying down on a desk .	a A man and his bicycle bicycle laying down on the green pasturage .
144	main-captions	images	2014	0295	none	none	A woman posing in front of an apartment building in the snow.	White bus parked in grass in front of building.	0	train	vitamin_A antiophthalmic_factor woman posing atomic_number_49 in battlefront front of an flat apartment construction building in the snow .	White jitney bus park in give_away grass In in look front of building .
145	main-captions	images	2014	0298	none	none	A table and chairs are in a room with a picture on the wall and a ceiling fan.	A school bus driving down a road with green trees and grass in the background.	0	train	deoxyadenosine_monophosphate A table and chairwoman are in A a room with vitamin_A a characterisation picture along on the fence wall and group_A a ceiling lover fan .	angstrom A school bus driving down angstrom a road with green trees and snitch grass IN in the background .
146	main-captions	images	2014	0308	none	none	An airplane facing the camera.	A lone cow sits in the cold of the yard.	0	train	Associate_in_Nursing An airplane facing the camera camera .	A lone overawe cow sits Hoosier_State in the cold of the pace .
147	main-captions	images	2014	0326	none	none	A group of people having a drink.	A row of locomotives on a siding in a field.	0	train	A group of people people having a drink .	A row of railway_locomotive locomotives on on a turnout siding In in a force_field field .
148	main-captions	images	2014	0327	none	none	Two dogs in a fenced kennel look ahead.	Two woman pose in a dining room with a baby.	0	train	two dogs In in vitamin_A a fenced kennel look ahead .	deuce Two woman place pose in a dine dining board with axerophthol a baby .
149	main-captions	images	2014	0331	none	none	A train sitting on the tracks near a field.	A baby is sitting in the grass.	0	train	type_A school train session sitting on on the path tracks near a theatre field .	adenine A infant baby live sitting in the Grass grass .
150	main-captions	images	2014	0333	none	none	Two guys sit on a couch holding beers with a girl lying on their laps.	Two women watching the street with their bikes to see when they may cross.	0	train	Two guys pose sit on on amp ampere couch harbour holding beers with ampere ampere girl lying along on their lap_covering laps .	deuce two charwoman women watching the street with their bikes to construe see when they may transverse cross .
151	main-captions	images	2014	0349	none	none	A horse standing near a gate with another horse in the background.	A group of river barges with trees in the background.	0	train	A Equus_caballus horse standing draw_close near antiophthalmic_factor a logic_gate gate with another gymnastic_horse horse in the downplay .	A group of river lighter barges with Tree trees atomic_number_49 in the setting background .
152	main-captions	images	2014	0370	none	none	The bird is sitting on the branch.	The sheep is standing under the trees.	0	train	The fowl equal is sitting along on the offshoot branch .	The sheep sheep personify is standing under the tree tree_diagram .
153	main-captions	images	2014	0386	none	none	A black table with white fuzzy chair.	A woman with her child.	0	train	A angstrom_unit black postpone table with ashen white bleary fuzzy chair .	type_A group_A char woman with her nipper child .
154	main-captions	images	2014	0393	none	none	A young boy coloring with a red and blue crayon.	A young blonde girl in riding gear sits on top of a gray and white horse.	0	train	A young boy coloring with amp red and dismal blue crayon .	amp new young blonde young_woman girl atomic_number_49 in disembarrass riding gear sits on on top top of adenine a gray and white gymnastic_horse horse .
155	main-captions	images	2014	0397	none	none	A mallard and a tame white duck on the grass near water.	A small child in a pink dress sits on a table.	0	train	A mallard and deoxyadenosine_monophosphate deoxyadenosine_monophosphate tame E._B._White white sidestep duck along on the sess grass near weewee water .	A humble small child inch in adenine a pink dress ride sits on deoxyadenosine_monophosphate a table .
156	main-captions	images	2014	0398	none	none	The cat is sitting between two bicycles in front of a door.	Than horse standing in a field in front of a fence.	0	train	The cat African_tea is sitting between ii two bicycles in front of a door .	Than horse bear standing in axerophthol field inwards in figurehead front of A axerophthol contend fence .
157	main-captions	images	2014	0399	none	none	A girl with a red bag standing on the street.	A black dog is staring at a sheep.	0	train	ampere A young_lady girl with vitamin_A a red purse bag endure standing along on the street street .	amp A Negro black frump dog is staring at ampere sheep .
158	main-captions	images	2014	0426	none	none	A buddha statue holding a candle is sitting on a table.	A man fishing on a small boat while on a lake.	0	train	a A buddha statue continue retain a candle equal is sitting on a board table .	ampere A man fishing on angstrom_unit a pocket-size small gravy_holder boat piece while on A a lake lake .
159	main-captions	images	2014	0435	none	none	Two goats standing in a field by a tree.	A large boat pulling a small white boat.	0	train	Two Capricorn Goat standing IN in a a playing_field field past by antiophthalmic_factor a Sir_Herbert_Beerbohm_Tree tree .	A large sauceboat boat pull_up pulling a disparage belittled Edward_Douglas_White_Jr. white gravy_holder boat .
160	main-captions	images	2014	0446	none	none	A close-up of a black train engine.	Close up of a white sheep with a black head.	0	train	A close-up of A a black train locomotive railway_locomotive .	unaired Close upwardly up of angstrom a white sheep with a a calamitous black lead head .
161	main-captions	images	2014	0463	none	none	Two women in the kitchen looking at a object.	Three men in suits sitting at a table.	0	train	Two women in the kitchen appear looking at deoxyadenosine_monophosphate object .	triad Three mankind men in courtship suits sit_down sitting at adenine a carry_over hold_over .
162	main-captions	images	2014	0492	none	none	A person in a red cap standing next to a brick support beam.	A brown horse is standing on grass and scrub.	0	train	group_A A person in a flushed red cap stomach standing next to a brick brick patronage ray_of_light beam .	A dark-brown brown horse make_up is standing on Gunter_Grass and scratch scrub .
163	main-captions	images	2014	0520	none	none	Man playing guitar while sitting down.	Red and white bus driving down road.	0	train	Man roleplay playact guitar guitar spell while sit sitting land down .	carmine Red and blank white bus driving gloomy downhearted road .
164	main-captions	images	2014	0548	none	none	Two lambs stand on a grassy hill.	Two dirt bikers riding over dirt hill.	0.2	train	2 lambs stand on a grassy grassy James_Jerome_Hill hill .	Two dirt rockers bikers depend_upon riding over grunge dirt Alfred_Hawthorne .
165	main-captions	images	2014	0560	none	none	A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.	A girl wearing black shorts and boots is standing next to a blue motorcycle.	0	train	A girl girl in a blacken black background desktop holds up up Associate_in_Nursing Associate_in_Nursing open package box of Corn bit Flakes and vitamin_A a carton of Milk_River milk .	ampere A girlfriend girl erosion wearing smutty black boxershorts and bring_up boots is tolerate standing next to vitamin_A a blue bike motorcycle .
166	main-captions	images	2014	0564	none	none	A black and white bird on a body of water with grass in the background.	A bus is on a road with a ferris wheel in the background.	0	train	A opprobrious black and clean white bird bird on group_A a physical_structure body of water body_of_water with grass Hoosier_State in the background_knowledge background .	A bus is on a route road with a ferris wheel wheel Indiana in the background .
167	main-captions	images	2014	0565	none	none	A wooden bicycle with an awning.	A group of elderly people sitting around a dining table.	0	train	group_A A wooden wooden pedal bicycle with Associate_in_Nursing awning .	angstrom A chemical_group group of elderly citizenry people sitting more_or_less around a boom boom tabularise table .
168	main-captions	images	2014	0576	none	none	A young girl wearing a bike helmet with a bicycle in the background.	A women holds a small dog on a leash with chairs in the background.	0	train	A Loretta_Young young girl wear_off wearing a bike helmet with a bicycle in the background .	angstrom A cleaning_woman women restrain holds adenine a small blackguard dog along on a rope leash with hot_seat chair Indiana in the screen_background background .
